release_id,release_datetime,module,environment,commits,lines_changed,test_coverage,defects_open,prior_failed_deploys,build_success_rate,lead_time_days,cycle_time_days,code_smells,vulnerabilities,team_experience_years,hour_of_day,day_of_week,deploy_failed
446,2025-03-11 21:03:49,risk-engine,qa,20,698,0.728,11,1,0.916,7.5,3.7,41,3,2.6,2,0,1
447,2025-02-07 21:03:49,payments,prod,25,920,0.554,16,1,0.833,3.81,3.42,51,2,3.0,17,4,1
448,2025-06-15 21:03:49,risk-engine,prod,0,1441,0.648,10,0,0.965,5.77,2.09,32,5,1.9,3,2,1
449,2025-06-29 21:03:49,core-banking,qa,49,1261,0.775,20,3,0.779,3.23,2.6,31,0,4.1,14,1,1
450,2025-01-14 21:03:49,payments,staging,29,760,0.782,9,0,0.877,5.07,2.67,46,1,5.1,2,2,1
451,2025-02-15 21:03:49,onboarding,qa,20,1293,0.8,19,0,0.868,6.37,2.22,23,0,2.7,19,4,1
452,2024-12-25 21:03:49,onboarding,prod,36,1148,0.58,14,0,0.989,5.57,4.83,14,6,3.1,20,2,1
453,2025-05-09 21:03:49,mobile-app,staging,42,2104,0.661,6,1,1.0,4.44,4.48,41,4,2.9,14,5,0
454,2025-04-17 21:03:49,risk-engine,staging,23,1020,0.78,11,2,0.864,3.58,4.74,53,6,2.8,1,4,0
455,2025-08-02 21:03:49,onboarding,prod,43,1471,0.897,5,1,1.0,6.06,2.74,20,7,2.4,23,4,0
456,2025-01-31 21:03:49,core-banking,dev,24,807,0.874,10,1,0.759,4.71,1.55,27,6,2.8,22,3,1
457,2025-07-22 21:03:49,payments,prod,44,1290,0.758,4,0,0.862,8.1,2.88,42,6,2.7,15,6,0
458,2025-04-11 21:03:49,payments,prod,28,1222,0.725,6,0,0.904,4.92,2.94,36,2,3.1,3,5,0
459,2025-03-26 21:03:49,risk-engine,staging,36,312,0.464,10,1,0.881,6.41,3.92,21,5,3.2,12,0,0
460,2025-04-18 21:03:49,core-banking,qa,42,1025,0.794,11,0,0.951,5.4,0.5,0,7,4.6,5,3,0
461,2024-10-14 21:03:49,payments,prod,12,1248,0.721,6,0,1.0,6.96,2.99,19,8,3.3,2,4,1
462,2025-02-09 21:03:49,core-banking,qa,31,634,0.829,11,0,0.884,5.73,1.79,44,1,2.7,1,2,0
463,2025-08-06 21:03:49,core-banking,prod,32,1272,0.698,12,0,0.818,5.93,3.99,22,2,1.7,2,4,1
464,2025-04-26 21:03:49,payments,staging,21,777,0.617,4,3,1.0,4.53,3.47,24,6,2.1,17,5,0
465,2024-12-01 21:03:49,payments,dev,19,1911,0.934,3,1,0.881,5.17,2.67,19,8,1.6,20,2,1
466,2025-07-14 21:03:49,onboarding,prod,11,1362,0.644,13,1,0.965,6.23,3.19,52,2,2.4,14,6,1
467,2025-02-23 21:03:49,mobile-app,qa,4,1163,0.756,12,2,1.0,7.52,4.38,44,9,5.2,23,3,1
468,2025-08-22 21:03:49,core-banking,prod,21,1872,0.648,11,0,1.0,5.56,3.46,52,4,4.8,13,5,1
469,2025-01-20 21:03:49,mobile-app,qa,39,798,0.691,19,3,0.945,7.06,4.97,16,8,2.6,23,4,1
470,2024-11-17 21:03:49,onboarding,staging,13,1944,0.654,5,0,0.927,5.45,3.03,43,7,2.9,3,0,1
471,2025-08-02 21:03:49,internet-banking,prod,16,1068,0.699,8,1,0.772,2.84,2.67,32,0,2.5,8,3,1
472,2025-05-25 21:03:49,onboarding,staging,39,1792,0.639,12,2,0.997,4.8,3.77,35,8,4.6,14,3,1
473,2025-08-08 21:03:49,payments,qa,41,1547,0.679,9,1,0.945,4.36,4.1,19,4,4.5,10,1,1
474,2025-07-01 21:03:49,core-banking,prod,30,1935,0.747,16,0,1.0,7.04,4.96,45,0,6.1,22,2,1
475,2025-07-12 21:03:49,risk-engine,staging,18,1875,0.695,19,1,0.975,1.67,2.91,39,4,4.3,12,3,0
476,2025-01-23 21:03:49,onboarding,dev,30,1299,0.629,13,1,0.983,5.73,3.88,45,3,2.4,23,2,1
477,2025-01-26 21:03:49,internet-banking,prod,8,1999,0.665,13,0,0.795,5.91,2.83,39,7,1.7,1,0,1
478,2025-06-23 21:03:49,core-banking,prod,29,1706,0.778,14,1,0.979,8.33,3.19,17,3,3.4,15,4,1
479,2025-04-28 21:03:49,internet-banking,staging,26,512,0.755,11,1,0.869,4.4,2.23,28,4,3.4,13,1,1
480,2025-06-05 21:03:49,onboarding,qa,17,1165,0.99,14,1,0.967,4.18,3.91,32,2,5.0,3,6,1
481,2024-11-05 21:03:49,payments,staging,31,2225,0.733,21,1,0.917,6.5,3.14,19,3,3.4,11,1,0
482,2024-12-11 21:03:49,core-banking,staging,31,1600,0.583,20,0,0.894,5.31,2.51,53,8,3.7,19,4,1
483,2024-09-21 21:03:49,payments,qa,28,1235,0.745,13,1,0.85,7.42,2.09,28,2,2.0,1,5,1
484,2024-10-10 21:03:49,mobile-app,prod,19,1387,0.619,16,1,0.959,7.08,3.07,28,1,4.6,10,3,1
485,2025-03-08 21:03:49,core-banking,qa,13,1606,0.678,7,1,0.775,5.26,2.91,24,5,3.1,17,3,1
486,2025-07-07 21:03:49,core-banking,prod,12,1823,0.626,16,1,0.985,3.75,2.32,39,7,5.0,16,3,1
487,2024-11-09 21:03:49,core-banking,prod,15,1752,0.486,6,0,0.795,6.85,3.91,28,1,2.7,15,0,1
488,2025-02-17 21:03:49,risk-engine,staging,41,1068,0.859,6,2,0.995,8.26,2.58,41,5,2.6,14,3,1
489,2025-03-29 21:03:49,payments,dev,29,1839,0.787,4,1,0.819,4.82,5.16,31,1,4.5,14,6,0
490,2025-01-21 21:03:49,core-banking,qa,9,1826,0.68,19,0,0.984,9.55,2.15,32,5,2.3,8,2,0
491,2025-03-26 21:03:49,onboarding,prod,25,1598,0.66,9,0,0.896,5.12,3.32,13,1,2.9,22,2,1
492,2025-04-01 21:03:49,onboarding,staging,20,1490,0.598,11,1,0.878,1.0,1.87,52,6,4.7,16,3,1
493,2025-05-17 21:03:49,mobile-app,qa,36,1538,0.969,10,0,0.887,8.67,4.7,22,2,2.1,13,5,0
494,2025-06-03 21:03:49,risk-engine,prod,30,385,0.849,10,0,0.95,8.74,2.9,9,4,3.4,15,2,0
495,2024-12-16 21:03:49,internet-banking,prod,31,1161,0.679,9,0,0.897,6.16,2.56,40,8,3.9,0,2,1
496,2025-04-28 21:03:49,internet-banking,prod,22,1064,0.614,2,1,0.879,5.86,2.21,35,2,4.4,3,6,1
497,2024-12-02 21:03:49,risk-engine,qa,24,758,0.709,8,0,0.793,6.03,3.57,45,1,3.2,14,6,1
498,2025-01-10 21:03:49,risk-engine,prod,53,1336,0.531,9,1,0.919,7.62,2.09,29,6,1.3,0,3,1
499,2025-02-20 21:03:49,internet-banking,qa,12,1628,0.705,14,2,0.917,3.11,3.49,31,3,4.4,12,4,1
500,2025-08-27 21:03:49,internet-banking,prod,15,188,0.828,12,0,0.994,4.28,2.58,41,0,3.1,22,6,1
501,2025-01-24 21:03:49,core-banking,dev,25,97,0.609,15,0,0.874,6.68,4.47,28,2,3.1,8,2,1
502,2025-09-04 21:03:49,mobile-app,prod,26,1767,0.68,16,1,0.963,6.39,3.38,27,2,4.5,16,6,1
503,2025-04-24 21:03:49,risk-engine,prod,19,2076,0.707,12,3,0.869,6.68,3.47,46,3,3.0,4,6,0
504,2025-02-01 21:03:49,internet-banking,qa,14,2405,0.693,13,1,0.757,7.87,0.83,28,3,3.5,9,1,1
505,2025-01-06 21:03:49,payments,staging,17,2082,0.599,13,1,0.977,5.73,3.79,32,5,1.5,8,4,1
506,2025-01-28 21:03:49,mobile-app,staging,19,2393,0.674,14,1,1.0,5.37,2.35,17,8,3.7,19,5,1
507,2025-08-10 21:03:49,core-banking,dev,23,915,0.68,9,1,0.789,9.19,3.3,32,6,3.7,0,3,1
508,2025-06-27 21:03:49,risk-engine,prod,32,1597,0.698,19,1,0.931,6.83,2.39,25,2,2.7,22,2,0
509,2025-04-16 21:03:49,core-banking,prod,30,59,0.784,9,2,0.899,5.61,2.9,34,8,3.2,22,4,1
510,2024-12-14 21:03:49,core-banking,qa,36,1225,0.792,7,0,1.0,4.09,4.15,36,2,3.2,6,2,0
511,2025-02-27 21:03:49,mobile-app,staging,34,1652,0.572,16,1,0.857,7.49,2.83,21,9,3.2,2,1,1
512,2025-05-07 21:03:49,mobile-app,qa,9,1092,0.853,16,1,1.0,7.5,2.73,33,4,2.3,19,3,1
513,2024-09-18 21:03:49,onboarding,prod,21,2116,0.536,10,1,0.977,5.91,4.8,42,2,3.5,13,1,0
514,2025-02-25 21:03:49,mobile-app,staging,29,2235,0.5,18,0,0.749,1.0,1.47,34,3,3.9,16,0,1
515,2024-10-28 21:03:49,onboarding,prod,27,1026,0.81,8,1,0.857,8.15,2.87,26,6,5.6,1,5,1
516,2025-07-30 21:03:49,core-banking,qa,25,730,0.7,8,1,0.84,5.43,3.53,33,0,2.4,0,4,0
517,2024-09-28 21:03:49,internet-banking,staging,17,1648,0.673,6,1,0.965,7.9,2.39,49,2,3.9,11,6,1
518,2025-05-27 21:03:49,core-banking,qa,25,1253,0.896,6,2,0.828,4.87,4.03,52,1,2.4,9,4,0
519,2024-09-21 21:03:49,onboarding,prod,11,716,0.737,14,2,0.874,9.24,2.78,52,5,2.0,16,2,0
520,2025-08-24 21:03:49,onboarding,qa,40,913,0.828,9,0,0.945,4.8,3.57,10,5,0.5,3,1,1
521,2024-09-30 21:03:49,payments,prod,13,1086,0.739,1,0,0.925,5.43,3.53,37,2,1.1,0,0,0
522,2025-07-09 21:03:49,mobile-app,prod,39,1477,0.775,4,0,0.895,8.46,2.46,32,7,3.1,19,0,1
523,2025-02-02 21:03:49,onboarding,prod,28,1660,0.701,11,2,0.811,10.3,2.78,42,2,2.8,9,6,1
524,2025-06-17 21:03:49,payments,prod,36,781,0.662,7,0,0.83,7.12,3.97,33,0,1.7,23,3,0
525,2025-08-27 21:03:49,payments,dev,28,1782,0.627,7,1,0.85,1.0,3.65,22,5,4.7,14,1,0
526,2024-11-19 21:03:49,mobile-app,staging,14,1495,0.787,11,2,0.865,10.14,5.12,38,5,4.5,0,4,1
527,2024-11-06 21:03:49,onboarding,prod,22,1506,0.481,11,1,0.973,7.99,3.58,39,0,3.8,18,1,1
528,2024-12-09 21:03:49,internet-banking,prod,21,1054,0.737,12,2,0.982,3.8,1.96,22,2,1.8,2,4,1
529,2024-11-21 21:03:49,onboarding,prod,24,2137,0.7,11,0,0.899,7.42,2.59,41,1,4.0,2,3,1
530,2025-07-06 21:03:49,payments,qa,13,614,0.658,5,0,0.95,5.99,2.52,30,2,5.0,3,2,1
531,2024-10-23 21:03:49,payments,prod,45,1184,0.805,17,1,0.841,7.48,3.57,18,0,0.4,11,0,1
532,2025-08-28 21:03:49,internet-banking,prod,14,1213,0.653,12,2,1.0,5.96,4.12,25,0,2.8,8,2,1
533,2025-08-20 21:03:49,mobile-app,qa,42,1177,0.556,16,1,0.987,4.53,2.46,39,5,4.0,1,2,1
534,2024-10-14 21:03:49,core-banking,dev,23,632,0.78,12,0,1.0,3.14,4.64,34,4,2.8,14,3,1
535,2025-05-23 21:03:49,onboarding,staging,23,184,0.566,22,0,1.0,4.13,2.82,42,1,5.0,9,4,0
536,2025-04-04 21:03:49,internet-banking,staging,40,1421,0.893,8,1,0.939,3.86,3.21,35,1,3.6,20,1,0
537,2025-08-05 21:03:49,onboarding,staging,21,1583,0.656,25,1,0.853,4.99,5.04,19,5,3.5,17,4,1
538,2025-02-28 21:03:49,risk-engine,staging,20,1616,0.534,12,1,0.885,2.63,3.4,14,4,1.9,3,6,1
539,2025-07-16 21:03:49,onboarding,qa,40,1036,0.87,4,0,0.861,4.14,3.61,46,6,3.4,19,4,1
540,2024-09-23 21:03:49,internet-banking,dev,27,2005,0.557,11,1,0.922,9.28,2.53,36,6,0.9,0,6,0
541,2024-12-28 21:03:49,risk-engine,qa,36,2101,0.757,16,0,0.944,5.37,3.12,27,7,4.9,12,5,1
542,2025-05-15 21:03:49,mobile-app,staging,15,2266,0.774,13,2,0.934,3.83,3.63,51,8,4.0,9,1,0
543,2025-06-03 21:03:49,mobile-app,qa,24,2348,0.782,24,2,0.821,8.45,1.8,32,3,4.3,3,2,0
544,2024-10-09 21:03:49,risk-engine,qa,65,1914,0.73,5,0,0.883,4.93,2.98,56,7,3.0,13,3,1
545,2025-07-16 21:03:49,core-banking,prod,32,2115,0.477,7,2,0.959,4.97,2.17,43,2,3.8,17,2,1
546,2025-09-04 21:03:49,core-banking,dev,34,1180,0.64,18,0,1.0,8.64,3.86,26,1,3.0,16,4,1
547,2024-12-27 21:03:49,mobile-app,qa,14,1905,0.765,19,0,0.985,6.95,3.98,19,3,3.2,4,0,1
548,2025-05-30 21:03:49,internet-banking,staging,23,1058,0.83,13,1,0.885,2.51,3.04,32,2,4.9,9,3,0
549,2025-07-28 21:03:49,core-banking,staging,24,819,0.584,9,1,0.842,5.35,2.9,40,0,2.4,9,2,1
550,2024-10-31 21:03:49,onboarding,prod,8,1750,0.775,11,2,1.0,3.86,3.66,37,5,5.1,10,0,1
551,2025-05-16 21:03:49,onboarding,prod,26,724,0.617,12,0,0.764,6.99,2.18,50,2,2.0,16,4,1
552,2024-11-05 21:03:49,onboarding,prod,23,1855,0.62,5,2,0.812,3.8,3.84,41,0,2.5,3,2,1
553,2025-03-26 21:03:49,mobile-app,prod,30,686,0.653,12,0,0.892,6.5,3.08,33,3,2.7,4,1,0
554,2025-05-20 21:03:49,payments,dev,15,1739,0.867,12,1,0.918,3.73,4.31,37,1,3.0,7,6,0
555,2025-04-01 21:03:49,onboarding,staging,30,1055,0.739,13,1,0.92,5.91,3.13,35,4,4.7,5,5,1
556,2025-07-01 21:03:49,core-banking,prod,29,3152,0.781,17,0,0.821,5.37,3.71,39,5,3.0,12,6,1
557,2024-12-31 21:03:49,mobile-app,dev,14,1957,0.655,14,2,1.0,5.16,3.18,42,1,3.1,20,5,1
558,2025-08-02 21:03:49,onboarding,staging,19,1839,0.751,5,2,0.787,7.26,2.49,35,0,3.3,14,6,1
559,2025-09-14 21:03:49,onboarding,dev,29,39,0.922,14,0,0.889,2.29,3.67,28,5,3.0,21,1,0
560,2024-09-21 21:03:49,mobile-app,prod,47,2842,0.883,18,0,0.993,5.81,1.45,53,7,3.2,21,3,1
561,2025-06-11 21:03:49,onboarding,prod,8,1672,0.636,4,1,0.873,7.68,1.73,25,0,0.8,4,1,1
562,2025-03-01 21:03:49,risk-engine,qa,22,2024,0.669,13,1,0.854,4.95,3.29,23,5,2.7,6,4,1
563,2025-02-28 21:03:49,onboarding,prod,7,1217,0.723,21,0,0.892,8.91,2.21,32,4,3.4,8,3,1
564,2025-01-09 21:03:49,mobile-app,prod,17,1364,0.604,14,1,0.846,7.0,1.86,44,2,4.5,15,1,1
565,2024-12-15 21:03:49,core-banking,qa,32,1565,0.554,17,1,0.963,7.38,2.23,24,5,2.9,15,4,1
566,2025-07-11 21:03:49,core-banking,staging,27,1275,0.743,17,1,0.942,6.09,3.12,55,7,3.3,0,3,1
567,2024-11-01 21:03:49,payments,prod,33,1949,0.609,16,0,0.821,8.67,4.46,38,6,4.0,9,0,1
568,2025-01-02 21:03:49,payments,prod,35,1194,0.617,14,0,0.926,7.49,2.43,21,5,2.6,7,4,0
569,2024-10-15 21:03:49,core-banking,prod,31,1026,0.603,12,1,0.932,4.98,3.3,53,4,1.4,7,6,1
570,2025-06-10 21:03:49,core-banking,staging,22,1557,0.739,17,1,1.0,5.76,2.65,26,0,3.5,12,1,1
571,2025-02-16 21:03:49,payments,prod,22,2090,0.921,19,0,0.903,6.42,2.25,17,0,3.3,2,5,1
572,2025-05-26 21:03:49,core-banking,staging,13,1277,0.688,8,1,0.748,2.03,3.0,36,5,2.6,2,0,1
573,2024-10-25 21:03:49,payments,qa,21,1468,0.968,11,0,0.952,7.46,3.29,37,4,2.6,17,5,1
574,2025-06-09 21:03:49,risk-engine,qa,33,978,0.694,16,1,0.838,5.03,5.18,36,9,3.4,3,2,1
575,2025-08-13 21:03:49,onboarding,prod,14,1288,0.812,11,0,0.981,8.21,2.55,37,0,2.2,11,5,0
576,2024-10-09 21:03:49,payments,prod,14,1773,0.523,6,1,0.934,2.39,3.03,54,9,1.2,10,2,1
577,2025-07-05 21:03:49,internet-banking,qa,37,1859,0.648,15,1,0.84,4.35,3.08,32,3,3.0,23,1,1
578,2024-11-27 21:03:49,onboarding,prod,29,1995,0.664,11,1,0.812,9.61,1.66,30,1,5.6,5,5,0
579,2024-10-06 21:03:49,risk-engine,dev,21,1420,0.367,12,2,0.983,8.62,2.81,44,0,4.0,13,3,1
580,2025-01-19 21:03:49,core-banking,staging,26,2397,0.645,17,0,0.918,6.43,3.66,38,1,4.2,18,5,0
581,2024-12-23 21:03:49,risk-engine,prod,21,1421,0.776,9,0,0.892,8.94,3.03,20,0,3.4,9,4,1
582,2025-03-18 21:03:49,risk-engine,qa,21,1676,0.739,15,1,0.692,5.52,3.52,30,4,4.0,8,3,1
583,2024-12-25 21:03:49,internet-banking,staging,23,1381,0.435,10,1,0.918,6.31,3.7,51,3,5.7,12,0,1
584,2025-04-08 21:03:49,payments,qa,30,931,0.69,11,1,0.965,7.28,4.17,31,7,1.7,20,2,1
585,2024-12-21 21:03:49,onboarding,staging,18,1213,0.698,14,0,0.857,3.31,2.43,49,4,2.4,14,3,0
586,2025-06-06 21:03:49,internet-banking,prod,25,600,0.949,13,0,0.976,7.4,4.31,27,4,1.9,15,0,1
587,2025-01-03 21:03:49,core-banking,staging,23,1349,0.633,15,1,0.855,7.11,3.43,35,0,1.8,17,2,1
588,2025-06-23 21:03:49,onboarding,staging,24,185,0.538,11,1,0.844,7.73,2.52,35,7,2.8,11,6,1
589,2025-09-01 21:03:49,mobile-app,staging,18,2344,0.747,14,2,0.86,6.0,2.56,46,3,1.6,23,5,1
590,2025-08-11 21:03:49,internet-banking,staging,28,1581,0.714,14,0,0.683,5.35,3.43,54,9,1.7,17,6,1
591,2024-09-28 21:03:49,risk-engine,prod,28,1599,0.858,18,1,0.937,5.3,3.77,44,3,2.8,3,5,1
592,2024-10-17 21:03:49,risk-engine,dev,28,1791,0.668,21,2,0.943,9.52,2.55,33,0,3.0,8,2,0
593,2025-03-02 21:03:49,risk-engine,qa,23,1956,0.606,13,1,0.757,7.37,1.33,33,0,4.8,0,0,1
594,2024-10-17 21:03:49,risk-engine,prod,9,1815,0.521,6,2,0.964,8.59,4.1,33,0,3.6,22,5,0
595,2025-03-13 21:03:49,risk-engine,prod,19,2660,0.578,6,1,0.866,3.64,4.53,40,2,1.9,13,0,1
596,2025-02-19 21:03:49,mobile-app,staging,19,1192,0.865,19,0,0.944,5.76,1.97,38,0,2.7,22,4,1
597,2025-02-02 21:03:49,core-banking,prod,14,2443,0.769,20,0,0.856,9.52,2.42,32,6,1.8,22,5,1
598,2025-03-27 21:03:49,risk-engine,prod,37,1433,0.634,22,1,0.786,7.13,4.62,37,6,1.0,14,4,0
599,2025-06-29 21:03:49,internet-banking,dev,12,1808,0.826,11,1,0.943,5.57,1.91,41,5,4.2,9,4,1
600,2025-07-07 21:03:49,onboarding,qa,20,1323,0.651,16,0,0.821,5.34,4.61,47,0,4.7,3,2,1
601,2025-05-24 21:03:49,onboarding,staging,36,2454,0.633,20,0,0.871,5.17,4.15,50,6,1.7,5,2,1
602,2025-02-19 21:03:49,core-banking,dev,18,2122,0.702,5,0,0.929,5.83,1.45,57,7,2.8,10,2,1
603,2025-04-26 21:03:49,risk-engine,staging,11,1457,0.603,6,1,0.905,6.41,0.99,27,5,3.4,5,1,1
604,2024-12-26 21:03:49,payments,prod,18,154,0.62,6,1,0.683,5.1,4.43,35,6,1.4,0,6,1
605,2025-05-29 21:03:49,core-banking,dev,13,1560,0.605,17,3,0.939,4.73,0.5,14,8,2.1,23,5,0
606,2024-09-20 21:03:49,mobile-app,prod,20,1542,0.657,9,1,0.915,10.26,3.44,48,0,3.8,0,2,1
607,2025-04-07 21:03:49,core-banking,prod,25,2944,0.863,17,0,1.0,3.13,4.37,23,2,3.8,4,1,1
608,2024-11-28 21:03:49,internet-banking,prod,23,2012,0.99,14,1,0.796,5.35,2.06,40,5,2.7,6,0,1
609,2025-08-19 21:03:49,internet-banking,staging,33,2266,0.763,17,0,0.973,7.81,4.51,14,1,4.1,4,0,0
610,2024-10-10 21:03:49,onboarding,dev,20,855,0.668,9,1,0.841,5.46,2.72,57,2,3.6,7,5,1
611,2024-10-23 21:03:49,payments,qa,12,1610,0.828,3,2,0.791,5.47,4.08,29,3,4.8,5,6,0
612,2025-07-07 21:03:49,risk-engine,staging,29,1809,0.583,12,0,0.944,7.66,3.48,31,6,2.2,1,4,1
613,2025-09-07 21:03:49,risk-engine,staging,16,1738,0.523,8,1,0.818,6.82,2.44,34,5,4.2,0,4,1
614,2025-01-03 21:03:49,internet-banking,dev,14,1393,0.681,11,0,0.752,7.04,3.96,13,5,4.4,17,1,1
615,2024-09-24 21:03:49,onboarding,staging,27,1557,0.702,6,1,0.938,6.4,3.11,55,2,4.6,20,1,0
616,2024-09-23 21:03:49,payments,dev,41,1781,0.632,10,1,0.974,3.88,2.86,37,2,5.8,8,4,0
617,2024-12-15 21:03:49,onboarding,prod,35,499,0.675,17,2,0.838,4.22,3.57,27,3,4.2,7,4,1
618,2025-06-02 21:03:49,core-banking,dev,6,1321,0.581,20,0,0.815,6.51,2.04,31,9,2.7,8,3,1
619,2024-12-27 21:03:49,onboarding,qa,20,1472,0.654,16,1,0.787,10.19,1.58,50,4,2.6,12,5,1
620,2025-04-04 21:03:49,payments,qa,22,1037,0.598,7,1,0.866,6.86,3.12,58,0,3.7,14,5,1
621,2024-10-19 21:03:49,onboarding,qa,26,1053,0.781,2,2,0.898,5.03,2.77,33,7,6.8,19,4,1
622,2025-04-19 21:03:49,payments,staging,15,743,0.714,16,0,0.842,7.15,3.04,51,0,5.8,22,6,1
623,2025-04-22 21:03:49,mobile-app,dev,24,1455,0.7,7,2,0.875,8.21,2.82,23,0,3.0,14,0,0
624,2025-02-13 21:03:49,payments,staging,39,1595,0.716,6,1,0.9,4.63,3.2,14,0,2.0,3,1,0
625,2025-03-04 21:03:49,payments,staging,30,1431,0.626,13,0,0.85,6.08,2.87,33,2,1.8,0,0,0
626,2024-10-24 21:03:49,payments,prod,32,1611,0.667,9,2,0.708,7.59,1.13,18,2,5.6,6,3,1
627,2024-09-24 21:03:49,onboarding,staging,26,1170,0.638,12,0,0.97,2.13,3.08,24,2,3.5,6,4,1
628,2025-03-10 21:03:49,mobile-app,prod,20,1407,0.643,12,1,0.851,9.18,3.42,30,4,2.1,9,2,1
629,2025-06-13 21:03:49,core-banking,qa,19,1286,0.663,26,0,0.735,2.8,3.76,51,1,4.6,4,3,1
630,2025-09-14 21:03:49,core-banking,prod,33,1738,0.652,11,1,0.92,7.74,3.54,38,4,4.2,23,2,1
631,2025-04-10 21:03:49,internet-banking,staging,24,1315,0.988,4,2,0.831,6.26,5.57,23,1,3.2,22,5,1
632,2025-06-12 21:03:49,mobile-app,qa,11,415,0.697,4,0,0.778,3.92,3.41,27,0,5.4,7,4,1
633,2025-09-14 21:03:49,onboarding,qa,35,1926,0.766,7,0,0.882,7.5,1.83,59,1,3.2,1,3,0
634,2025-08-05 21:03:49,mobile-app,prod,20,912,0.79,8,2,0.869,7.99,3.21,33,0,1.9,6,6,0
635,2025-01-30 21:03:49,internet-banking,staging,16,1161,0.637,7,1,0.877,10.16,4.25,50,6,2.7,6,0,0
636,2025-08-11 21:03:49,payments,staging,27,1576,0.894,4,0,0.885,3.19,2.25,15,5,2.1,20,3,1
637,2024-10-09 21:03:49,core-banking,prod,11,1266,0.977,15,0,0.851,5.91,3.13,29,5,2.2,12,2,0
638,2025-02-20 21:03:49,mobile-app,prod,24,403,0.731,3,2,0.88,9.7,4.07,22,0,2.4,1,1,1
639,2025-01-21 21:03:49,onboarding,staging,22,1392,0.717,17,0,0.815,9.25,2.71,29,0,3.9,11,2,1
640,2025-09-11 21:03:49,onboarding,staging,21,1777,0.784,10,1,0.894,4.99,3.2,18,4,1.5,23,5,1
641,2025-07-25 21:03:49,core-banking,staging,41,1429,0.784,23,0,0.839,4.74,3.0,27,2,4.3,13,5,0
642,2025-01-26 21:03:49,onboarding,staging,30,2185,0.99,9,1,0.947,4.64,2.86,30,0,3.3,10,1,1
643,2025-02-03 21:03:49,payments,dev,22,245,0.599,15,0,0.974,2.07,2.76,29,6,3.9,12,4,0
644,2024-10-05 21:03:49,mobile-app,qa,14,851,0.795,4,1,0.908,8.14,2.94,35,5,2.5,4,0,1
645,2025-04-20 21:03:49,risk-engine,prod,24,2456,0.676,9,1,0.897,7.31,3.84,36,6,4.0,22,4,0
646,2025-02-13 21:03:49,core-banking,staging,11,1898,0.798,19,1,1.0,7.24,3.23,18,4,2.6,9,2,1
647,2025-06-16 21:03:49,payments,dev,34,133,0.739,18,0,0.959,9.37,3.17,35,5,3.2,10,6,1
648,2025-08-23 21:03:49,risk-engine,qa,25,1283,0.663,14,1,0.81,3.42,3.95,18,5,5.0,16,0,1
649,2025-02-19 21:03:49,risk-engine,prod,32,2851,0.487,9,0,0.873,8.48,2.96,36,3,2.6,12,4,1
650,2025-02-13 21:03:49,mobile-app,qa,31,2159,0.607,3,1,1.0,8.53,2.45,40,6,1.7,13,4,0
651,2024-12-07 21:03:49,payments,prod,36,1046,0.549,13,0,0.876,8.37,3.58,47,5,5.9,17,4,1
652,2024-12-01 21:03:49,mobile-app,prod,24,2531,0.667,19,0,0.897,7.08,3.26,39,3,2.4,19,1,1
653,2025-01-04 21:03:49,onboarding,staging,22,1888,0.804,3,1,0.937,6.1,4.34,25,0,4.1,4,5,1
654,2024-10-09 21:03:49,risk-engine,prod,12,2901,0.636,12,2,0.903,5.73,1.51,68,2,2.7,16,0,0
655,2025-04-15 21:03:49,risk-engine,prod,27,371,0.81,3,0,0.9,6.89,2.74,53,6,3.9,14,5,0
656,2025-05-07 21:03:49,risk-engine,prod,45,1807,0.823,0,0,0.988,7.85,1.78,31,0,3.7,5,4,1
657,2025-03-05 21:03:49,core-banking,qa,30,1369,0.744,6,0,0.769,2.34,2.88,32,4,2.5,23,4,0
658,2025-03-10 21:03:49,payments,staging,35,1845,0.764,15,3,0.757,5.85,2.8,41,4,3.8,7,5,1
659,2025-08-10 21:03:49,core-banking,staging,6,1708,0.573,10,1,0.918,2.71,2.33,16,0,3.3,23,6,1
660,2025-03-13 21:03:49,core-banking,prod,22,856,0.676,5,0,0.907,5.76,6.06,18,3,1.6,10,0,1
661,2025-05-07 21:03:49,internet-banking,qa,23,1241,0.58,8,1,0.906,7.12,2.77,31,0,3.8,0,5,0
662,2025-01-30 21:03:49,onboarding,qa,14,1489,0.755,10,1,0.945,7.0,2.65,15,5,2.4,12,4,0
663,2025-01-03 21:03:49,onboarding,prod,30,1882,0.732,2,2,0.933,3.59,2.21,37,6,2.7,11,6,1
664,2025-01-18 21:03:49,risk-engine,dev,16,2404,0.926,13,1,0.882,6.95,1.44,28,8,2.0,1,0,1
665,2024-12-08 21:03:49,payments,prod,25,1864,0.916,11,2,1.0,4.9,1.68,38,7,3.6,16,2,1
666,2025-08-08 21:03:49,core-banking,dev,37,759,0.696,10,2,0.92,6.89,3.43,23,0,3.5,3,2,1
667,2024-10-18 21:03:49,risk-engine,prod,15,1841,0.807,15,0,1.0,6.0,3.13,16,5,2.9,21,6,1
668,2025-02-08 21:03:49,onboarding,qa,32,1380,0.574,14,1,0.794,3.96,3.28,33,0,2.8,6,0,1
669,2025-06-14 21:03:49,core-banking,prod,32,2113,0.443,20,2,1.0,4.44,1.24,35,3,3.9,23,4,1
